school_id,system_id,sctype,gender,ethnicity,cltype,tdegree,tyear,lunch,read_old,read,math_old,math
50,21,rural,male,cauc,small,bachelor,12,free,542,582,528,582
7,5,rural,male,cauc,regular+aide,master,5,non-free,659,753,674,774
2,2,urban,female,cauc,regular+aide,master,19,free,608,636,577,620
15,11,inner-city,female,afam,small,master,21,free,526,552,546,594
57,24,rural,female,cauc,small,master,11,non-free,554,626,528,608
1,1,rural,female,cauc,small,bachelor,28,non-free,541,593,545,601
10,7,urban,male,cauc,regular+aide,master,36,non-free,650,693,607,711
69,35,rural,male,cauc,small,bachelor,18,non-free,659,702,648,700
55,23,rural,male,cauc,regular+aide,master,4,non-free,544,600,590,639
64,31,rural,male,cauc,regular,bachelor,22,non-free,659,657,699,645
20,11,suburban,female,afam,regular+aide,bachelor,4,non-free,542,569,557,594
43,18,suburban,male,cauc,regular+aide,bachelor,22,non-free,520,602,531,594
78,41,rural,male,cauc,regular+aide,master,8,non-free,596,614,548,561
43,18,suburban,male,cauc,regular+aide,bachelor,22,non-free,611,693,611,655
31,11,inner-city,female,afam,regular,master,26,free,508,564,520,571
73,37,rural,female,cauc,small,bachelor,8,free,659,650,699,667
80,42,rural,female,cauc,regular,master,13,non-free,571,631,584,614
53,22,inner-city,female,cauc,regular,master,19,free,559,554,568,568
26,11,inner-city,male,afam,small,bachelor,2,free,593,592,596,631
67,33,rural,female,cauc,regular+aide,master,19,non-free,608,650,639,678
52,22,suburban,female,other,regular+aide,bachelor,21,non-free,637,713,639,774
77,40,rural,female,cauc,small,bachelor,2,non-free,709,647,639,663
16,11,inner-city,female,afam,regular,master,26,free,557,593,550,648
58,25,suburban,female,cauc,small,bachelor,19,non-free,571,616,556,626
59,26,urban,female,cauc,regular+aide,master,7,non-free,518,588,536,589
41,17,suburban,male,cauc,small,bachelor,5,non-free,575,610,620,655
23,11,suburban,male,afam,regular,bachelor,10,free,520,527,502,528
62,29,rural,male,cauc,small,bachelor,15,non-free,602,622,599,648
20,11,suburban,female,afam,regular,bachelor,7,non-free,579,610,559,618
21,11,suburban,female,cauc,small,bachelor,21,free,555,608,530,540
58,25,suburban,male,cauc,regular,bachelor,11,non-free,669,654,674,663
52,22,suburban,female,cauc,regular+aide,bachelor,21,non-free,659,654,584,651
68,34,rural,male,cauc,regular,bachelor,8,non-free,557,577,552,550
17,11,suburban,female,afam,regular+aide,master,18,free,517,567,536,597
2,2,urban,male,cauc,regular,master,15,non-free,622,686,639,691
31,11,inner-city,male,afam,regular+aide,bachelor,17,free,517,562,523,561
30,11,inner-city,male,afam,small,bachelor,3,non-free,614,661,620,636
50,21,rural,male,afam,regular,master,8,free,517,564,543,582
75,39,rural,male,cauc,small,bachelor,22,non-free,608,639,626,711
77,40,rural,female,cauc,regular,bachelor,28,non-free,611,606,593,642
72,36,rural,female,cauc,regular+aide,master,7,non-free,732,702,699,639
2,2,urban,female,cauc,regular,master,15,free,547,578,590,608
17,11,suburban,female,cauc,small,bachelor,14,non-free,569,647,563,634
54,22,suburban,female,cauc,small,master,20,non-free,602,647,611,606
59,26,urban,male,afam,regular,master,7,free,602,622,579,645
20,11,suburban,male,afam,regular+aide,bachelor,4,non-free,602,608,556,614
28,11,inner-city,female,afam,small,master,11,free,650,633,593,642
72,36,rural,male,cauc,regular+aide,master,7,non-free,569,585,639,651
27,11,inner-city,male,afam,regular,master,14,free,524,554,570,606
30,11,inner-city,female,afam,regular,bachelor,3,free,564,639,556,612
51,22,suburban,male,cauc,regular+aide,master,15,non-free,582,610,603,603
74,38,rural,female,cauc,regular+aide,master,36,non-free,538,555,565,562
34,12,rural,male,cauc,regular+aide,bachelor,9,free,659,654,648,691
53,22,inner-city,female,cauc,regular+aide,bachelor,7,non-free,593,620,570,612
26,11,inner-city,female,afam,small,bachelor,2,free,536,565,557,586
51,22,suburban,male,cauc,regular,bachelor,5,non-free,557,562,543,574
74,38,rural,male,cauc,regular+aide,master,19,non-free,614,626,590,599
60,27,urban,male,cauc,small,bachelor,29,free,515,529,550,591
59,26,urban,female,cauc,regular+aide,master,7,non-free,588,620,599,629
47,19,rural,female,cauc,small,bachelor,2,non-free,573,587,620,636
57,24,rural,female,cauc,small,bachelor,18,non-free,577,644,541,585
30,11,inner-city,female,afam,regular,bachelor,3,free,476,542,533,562
32,11,inner-city,female,afam,small,master,33,free,560,578,554,579
23,11,suburban,female,afam,regular+aide,master,20,non-free,637,647,584,651
51,22,suburban,male,cauc,small,bachelor,15,non-free,637,665,587,655
55,23,rural,male,cauc,regular,master,17,non-free,554,564,520,582
55,23,rural,male,cauc,small,bachelor,16,free,577,583,577,636
29,11,inner-city,male,afam,regular,bachelor,2,free,544,593,550,593
44,18,suburban,female,afam,regular+aide,bachelor,18,free,542,572,520,536
52,22,suburban,female,cauc,small,bachelor,23,non-free,521,597,522,586
65,31,rural,male,cauc,regular,bachelor,24,free,586,633,545,591
58,25,suburban,female,cauc,regular,bachelor,11,non-free,542,622,557,624
26,11,inner-city,male,afam,regular,master,22,free,505,570,494,552
21,11,suburban,female,cauc,small,bachelor,21,non-free,604,606,568,601
26,11,inner-city,male,afam,regular+aide,master,13,non-free,560,618,512,580
68,34,rural,male,cauc,small,bachelor,0,non-free,582,620,603,616
60,27,urban,male,cauc,small,bachelor,14,free,554,577,572,582
11,8,rural,female,cauc,regular,bachelor,37,non-free,568,599,590,631
77,40,rural,male,cauc,small,bachelor,7,non-free,579,608,557,574
36,12,suburban,male,cauc,regular+aide,bachelor,29,non-free,602,602,546,593
65,31,rural,male,cauc,regular+aide,bachelor,2,free,588,614,590,620
51,22,suburban,male,afam,regular+aide,master,18,non-free,573,604,599,612
3,3,rural,male,cauc,regular+aide,master,13,non-free,709,654,603,629
49,21,rural,male,cauc,small,master,4,non-free,643,644,632,711
51,22,suburban,female,cauc,regular+aide,master,15,non-free,599,629,587,639
16,11,inner-city,female,afam,regular+aide,bachelor,26,free,517,572,572,585
44,18,suburban,female,afam,regular+aide,bachelor,18,free,529,583,504,564
33,11,inner-city,male,afam,small,bachelor,29,free,557,570,577,586
77,40,rural,male,cauc,small,bachelor,2,non-free,584,626,545,603
75,39,rural,female,cauc,regular+aide,bachelor,7,non-free,579,618,572,620
4,4,suburban,male,cauc,regular+aide,master,2,free,488,554,497,540
69,35,rural,female,cauc,regular+aide,bachelor,12,non-free,618,647,557,612
68,34,rural,male,cauc,regular+aide,master,19,free,532,564,582,612
17,11,suburban,female,asian,small,bachelor,8,non-free,637,618,620,684
39,15,rural,female,cauc,small,master,3,free,604,614,648,636
36,12,suburban,male,cauc,regular+aide,bachelor,29,non-free,622,633,593,651
41,17,suburban,male,cauc,regular,master,19,non-free,732,675,721,678
16,11,inner-city,female,afam,regular,master,26,free,536,610,518,586
72,36,rural,male,cauc,regular+aide,bachelor,11,free,622,639,607,639
54,22,suburban,female,afam,regular+aide,master,19,free,599,614,572,610
35,12,rural,male,cauc,small,master,10,non-free,627,636,611,663
3,3,rural,female,cauc,regular,bachelor,21,free,526,559,552,580
32,11,inner-city,male,afam,small,master,33,free,614,661,615,636
2,2,urban,male,cauc,regular+aide,master,19,non-free,552,614,559,612
62,29,rural,female,cauc,small,bachelor,15,non-free,584,606,548,614
41,17,suburban,male,cauc,regular+aide,master,21,non-free,588,618,639,614
73,37,rural,male,cauc,regular+aide,bachelor,19,non-free,571,580,579,533
7,5,rural,female,cauc,regular+aide,master,5,non-free,631,670,611,700
51,22,suburban,female,cauc,regular+aide,master,32,non-free,582,629,596,631
9,6,urban,female,cauc,regular+aide,master,16,non-free,564,588,554,604
27,11,inner-city,female,afam,regular,bachelor,5,non-free,650,702,639,672
57,24,rural,female,cauc,regular,bachelor,3,non-free,643,641,577,631
2,2,urban,male,afam,regular+aide,master,19,free,502,562,522,596
31,11,inner-city,female,afam,small,master,14,free,532,588,510,570
66,32,rural,female,cauc,regular,master,5,non-free,591,647,603,667
51,22,suburban,male,cauc,regular+aide,master,15,non-free,591,629,587,648
44,18,suburban,male,afam,regular,master,14,free,599,620,561,582
25,11,suburban,male,afam,regular,bachelor,8,free,550,575,530,588
34,12,rural,male,cauc,regular+aide,master,16,free,568,616,554,606
51,22,suburban,male,cauc,regular,master,15,non-free,571,592,587,606
41,17,suburban,female,cauc,regular,master,20,non-free,618,592,596,636
38,14,rural,female,cauc,small,bachelor,9,free,643,639,639,639
80,42,rural,female,cauc,regular+aide,bachelor,16,non-free,627,654,648,659
51,22,suburban,female,afam,regular+aide,bachelor,14,free,536,578,568,655
68,34,rural,female,cauc,small,bachelor,3,free,584,650,648,659
51,22,suburban,male,cauc,regular+aide,master,32,non-free,571,604,565,599
38,14,rural,female,cauc,regular,bachelor,3,free,559,549,541,559
66,32,rural,male,cauc,regular+aide,master,4,free,579,629,561,655
68,34,rural,male,cauc,regular+aide,master,15,non-free,611,597,570,597
63,30,rural,male,cauc,regular+aide,bachelor,15,non-free,622,650,639,629
27,11,inner-city,male,afam,small,master,9,free,559,562,587,593
62,29,rural,male,cauc,regular+aide,bachelor,10,non-free,599,633,607,684
50,21,rural,female,cauc,small,master,15,free,604,629,579,642
66,32,rural,male,cauc,small,bachelor,5,non-free,599,654,596,648
63,30,rural,female,cauc,regular+aide,bachelor,15,non-free,643,644,639,631
9,6,urban,male,cauc,small,bachelor,8,free,637,626,620,639
46,18,suburban,female,cauc,small,bachelor,12,non-free,560,616,570,606
24,11,suburban,male,afam,regular,master,19,non-free,555,602,552,620
8,6,rural,male,cauc,regular,bachelor,22,non-free,637,661,607,648
22,11,inner-city,female,afam,regular,bachelor,20,free,523,569,572,588
66,32,rural,female,cauc,regular+aide,bachelor,13,free,593,592,565,642
49,21,rural,male,cauc,small,master,17,non-free,579,616,590,663
58,25,suburban,male,cauc,regular+aide,master,16,non-free,564,610,556,596
3,3,rural,female,cauc,regular+aide,bachelor,3,non-free,631,614,626,599
56,24,rural,female,cauc,small,master,11,non-free,568,622,554,588
10,7,urban,male,cauc,regular+aide,master,36,non-free,582,608,607,636
72,36,rural,female,afam,small,bachelor,10,free,593,583,568,577
40,16,rural,female,cauc,small,bachelor,4,non-free,709,661,721,691
7,5,rural,male,cauc,small,bachelor,23,non-free,560,600,557,608
64,31,rural,male,cauc,small,bachelor,31,non-free,573,614,639,631
64,31,rural,female,afam,small,bachelor,17,free,524,588,540,559
69,35,rural,male,cauc,regular,bachelor,7,non-free,631,693,639,700
5,4,rural,male,cauc,small,master,13,non-free,596,661,599,634
51,22,suburban,female,cauc,regular+aide,master,18,non-free,588,602,565,608
3,3,rural,female,cauc,small,master,17,non-free,573,608,577,594
30,11,inner-city,female,afam,regular,bachelor,3,free,523,555,546,559
8,6,rural,female,cauc,regular,bachelor,15,non-free,627,639,620,655
79,41,rural,female,cauc,small,master,12,non-free,669,665,674,752
26,11,inner-city,female,afam,regular,master,22,free,584,612,528,608
51,22,suburban,male,cauc,regular,bachelor,5,free,575,565,584,571
38,14,rural,male,cauc,regular+aide,bachelor,17,free,631,616,620,626
66,32,rural,female,cauc,small,bachelor,24,non-free,569,654,615,678
7,5,rural,female,cauc,regular,bachelor,24,non-free,627,636,559,596
51,22,suburban,male,afam,regular+aide,master,32,free,577,624,607,639
46,18,suburban,male,cauc,regular+aide,bachelor,12,non-free,566,612,599,667
46,18,suburban,male,afam,small,master,8,non-free,571,612,615,667
47,19,rural,male,cauc,regular+aide,bachelor,0,non-free,506,538,533,544
65,31,rural,male,cauc,regular+aide,bachelor,2,non-free,618,631,620,667
63,30,rural,male,afam,regular+aide,bachelor,15,free,560,593,568,593
46,18,suburban,male,cauc,small,master,8,non-free,549,616,593,612
3,3,rural,male,cauc,regular,bachelor,21,free,547,592,533,603
53,22,inner-city,male,afam,regular,master,19,free,554,592,577,636
12,9,rural,male,cauc,regular,bachelor,0,free,618,636,632,603
72,36,rural,female,cauc,small,bachelor,18,free,608,618,593,601
36,12,suburban,female,cauc,small,master,17,non-free,709,713,699,700
65,31,rural,male,cauc,regular,bachelor,24,non-free,579,582,626,629
50,21,rural,male,cauc,small,bachelor,14,non-free,582,602,603,622
53,22,inner-city,female,cauc,regular+aide,bachelor,7,non-free,573,713,599,648
10,7,urban,female,cauc,small,bachelor,0,non-free,596,686,639,655
66,32,rural,female,cauc,regular+aide,bachelor,13,non-free,582,644,568,614
43,18,suburban,male,cauc,small,bachelor,6,non-free,684,665,626,636
59,26,urban,female,cauc,regular+aide,master,7,non-free,614,647,593,645
22,11,inner-city,female,afam,regular,bachelor,26,free,536,604,520,594
40,16,rural,female,cauc,small,bachelor,36,non-free,602,608,593,629
8,6,rural,male,cauc,regular,bachelor,22,free,631,647,615,639
57,24,rural,male,cauc,small,bachelor,18,non-free,557,577,536,567
58,25,suburban,male,cauc,regular+aide,bachelor,8,non-free,571,641,577,645
50,21,rural,male,cauc,regular+aide,master,9,free,622,610,599,667
20,11,suburban,female,afam,regular,bachelor,7,free,533,587,520,556
56,24,rural,female,cauc,regular+aide,master,15,non-free,568,593,590,591
79,41,rural,female,cauc,regular+aide,master,9,non-free,631,680,596,663
3,3,rural,male,afam,small,master,17,free,544,564,528,538
9,6,urban,female,cauc,regular+aide,master,38,non-free,582,578,639,622
3,3,rural,male,cauc,small,bachelor,6,non-free,562,599,550,589
68,34,rural,female,afam,small,master,12,non-free,564,647,552,608
78,41,rural,male,cauc,regular+aide,master,8,non-free,631,629,659,667
15,11,inner-city,male,afam,small,master,21,free,579,606,546,586
41,17,suburban,male,cauc,small,master,13,non-free,643,616,648,639
68,34,rural,male,cauc,regular,bachelor,8,non-free,554,585,593,614
55,23,rural,male,cauc,regular+aide,master,4,non-free,588,624,584,651
55,23,rural,female,cauc,small,bachelor,16,non-free,611,650,596,645
34,12,rural,male,cauc,regular+aide,bachelor,9,non-free,650,644,596,631
7,5,rural,female,cauc,regular+aide,master,5,non-free,631,654,596,629
65,31,rural,male,cauc,small,master,2,non-free,618,680,659,667
47,19,rural,female,cauc,small,bachelor,34,free,599,626,572,614
19,11,inner-city,male,afam,regular+aide,bachelor,30,free,520,543,515,558
25,11,suburban,female,cauc,small,bachelor,18,non-free,604,595,632,631
63,30,rural,female,cauc,small,master,12,free,562,604,545,582
1,1,rural,female,cauc,small,master,1,non-free,584,578,574,591
44,18,suburban,male,afam,regular,master,14,non-free,575,547,536,574
51,22,suburban,female,afam,regular,master,15,free,544,542,548,561
2,2,urban,female,asian,small,master,9,non-free,593,602,565,612
64,31,rural,female,cauc,regular+aide,master,16,non-free,593,604,535,618
33,11,inner-city,male,afam,small,bachelor,29,free,545,552,577,594
60,27,urban,female,cauc,small,bachelor,29,free,611,597,596,618
65,31,rural,male,cauc,small,master,2,non-free,571,633,611,629
80,42,rural,male,cauc,regular+aide,bachelor,16,non-free,560,610,603,636
74,38,rural,male,cauc,regular+aide,master,36,non-free,669,686,674,711
68,34,rural,male,afam,small,bachelor,0,free,582,588,574,577
34,12,rural,male,cauc,regular+aide,master,16,non-free,637,647,626,655
27,11,inner-city,male,afam,small,master,9,free,588,560,572,597
75,39,rural,female,cauc,regular,bachelor,19,non-free,650,654,607,651
4,4,suburban,female,cauc,small,bachelor,6,non-free,611,629,556,631
31,11,inner-city,male,afam,small,master,14,non-free,591,657,599,678
34,12,rural,male,cauc,regular+aide,master,16,non-free,509,538,502,565
58,25,suburban,male,cauc,regular+aide,bachelor,8,non-free,643,650,626,667
5,4,rural,female,cauc,regular,bachelor,8,non-free,591,604,572,608
59,26,urban,female,cauc,small,bachelor,2,free,552,582,526,577
77,40,rural,male,cauc,regular+aide,bachelor,1,non-free,650,620,626,651
51,22,suburban,female,cauc,small,bachelor,15,non-free,650,675,607,663
32,11,inner-city,female,afam,regular,master,25,free,560,588,552,604
67,33,rural,female,cauc,regular+aide,master,19,non-free,569,599,554,562
44,18,suburban,female,afam,regular,master,14,free,560,557,554,558
8,6,rural,male,cauc,regular,bachelor,22,free,586,624,596,639
75,39,rural,female,cauc,regular+aide,bachelor,7,non-free,622,661,626,639
10,7,urban,male,cauc,regular+aide,master,36,non-free,611,582,611,622
39,15,rural,male,cauc,regular+aide,master,10,free,568,600,611,589
54,22,suburban,female,cauc,regular+aide,master,19,non-free,593,602,584,588
33,11,inner-city,female,afam,regular+aide,bachelor,18,free,511,564,526,554
77,40,rural,female,cauc,regular,bachelor,28,non-free,622,670,582,639
50,21,rural,female,cauc,regular+aide,master,9,free,560,604,520,570
22,11,inner-city,female,afam,small,master,19,non-free,566,542,570,561
56,24,rural,male,cauc,regular+aide,master,11,non-free,557,600,565,608
9,6,urban,female,cauc,small,master,19,non-free,618,665,582,651
61,28,suburban,male,cauc,regular+aide,master,6,non-free,669,661,632,678
19,11,inner-city,female,afam,regular+aide,bachelor,26,free,532,592,512,589
45,18,inner-city,male,afam,regular,bachelor,3,free,618,728,659,655
41,17,suburban,male,cauc,small,bachelor,5,non-free,637,650,599,667
80,42,rural,male,cauc,regular+aide,bachelor,16,free,564,616,615,672
15,11,inner-city,female,afam,small,bachelor,11,free,684,650,572,645
9,6,urban,female,cauc,regular+aide,master,38,non-free,659,654,699,667
8,6,rural,male,cauc,regular,bachelor,15,non-free,611,657,574,659
68,34,rural,male,cauc,regular+aide,master,15,non-free,614,654,659,691
58,25,suburban,male,cauc,regular,bachelor,22,free,562,588,494,577
21,11,suburban,male,afam,small,bachelor,21,non-free,571,582,504,535
80,42,rural,male,cauc,small,bachelor,2,non-free,650,641,639,700
26,11,inner-city,female,afam,small,bachelor,2,free,557,567,563,612
64,31,rural,female,afam,regular,bachelor,22,free,550,577,563,594
46,18,suburban,female,cauc,regular,master,24,non-free,591,608,563,620
10,7,urban,female,cauc,small,bachelor,0,non-free,637,675,620,691
50,21,rural,female,cauc,regular+aide,master,9,free,545,593,596,642
32,11,inner-city,female,afam,regular+aide,master,33,free,544,570,548,589
35,12,rural,male,cauc,regular,master,17,non-free,577,599,590,583
73,37,rural,male,cauc,regular+aide,master,15,free,536,604,607,639
21,11,suburban,female,afam,regular,bachelor,4,non-free,559,610,552,597
63,30,rural,male,cauc,small,bachelor,20,non-free,568,608,615,629
1,1,rural,female,cauc,regular+aide,bachelor,30,non-free,611,636,620,648
12,9,rural,male,cauc,small,bachelor,15,free,618,661,615,651
62,29,rural,male,cauc,regular+aide,bachelor,10,non-free,584,633,582,626
64,31,rural,male,cauc,regular+aide,master,16,non-free,643,654,611,684
9,6,urban,female,cauc,small,master,19,non-free,596,629,579,604
79,41,rural,male,cauc,regular+aide,master,9,non-free,566,595,574,603
44,18,suburban,female,afam,small,bachelor,3,free,559,600,563,549
78,41,rural,female,cauc,regular,specialist,13,non-free,593,612,579,622
75,39,rural,male,cauc,regular+aide,bachelor,7,non-free,709,675,639,691
47,19,rural,female,cauc,regular+aide,bachelor,0,non-free,566,577,502,567
40,16,rural,female,cauc,regular,bachelor,3,free,533,557,593,586
78,41,rural,male,cauc,regular+aide,master,8,free,586,612,582,634
19,11,inner-city,female,afam,regular+aide,bachelor,26,free,524,577,510,571
14,11,inner-city,male,afam,regular+aide,bachelor,0,free,557,580,593,624
77,40,rural,female,cauc,small,bachelor,7,free,627,608,574,616
20,11,suburban,male,afam,small,bachelor,13,non-free,627,675,607,648
58,25,suburban,male,cauc,small,bachelor,6,non-free,599,650,615,678
27,11,inner-city,female,afam,small,master,9,free,573,602,570,608
10,7,urban,female,cauc,small,bachelor,36,non-free,622,657,659,752
23,11,suburban,female,afam,regular,master,26,non-free,608,620,582,678
51,22,suburban,male,cauc,regular+aide,master,32,non-free,538,565,556,606
16,11,inner-city,female,afam,regular+aide,master,23,free,575,604,550,608
56,24,rural,female,cauc,small,master,11,free,586,631,674,648
77,40,rural,male,cauc,small,bachelor,2,non-free,573,547,563,570
8,6,rural,male,cauc,small,master,19,free,622,620,590,593
68,34,rural,male,cauc,small,master,12,free,684,654,626,684
75,39,rural,male,cauc,small,specialist,13,non-free,591,661,561,626
33,11,inner-city,male,afam,regular,bachelor,0,free,659,661,639,639
8,6,rural,female,cauc,regular+aide,bachelor,10,free,588,629,596,589
56,24,rural,male,cauc,small,master,6,non-free,591,633,615,626
44,18,suburban,female,afam,small,bachelor,7,free,577,639,659,594
79,41,rural,male,cauc,regular+aide,master,9,non-free,588,610,593,626
78,41,rural,male,cauc,regular+aide,master,8,non-free,596,573,570,594
24,11,suburban,female,afam,regular,master,19,free,554,616,526,616
11,8,rural,female,cauc,small,bachelor,14,non-free,584,599,559,582
67,33,rural,female,cauc,regular,bachelor,7,non-free,573,610,541,608
40,16,rural,male,cauc,small,bachelor,4,non-free,554,575,574,586
21,11,suburban,female,cauc,regular+aide,master,19,non-free,631,606,579,620
1,1,rural,male,cauc,regular+aide,bachelor,30,non-free,599,639,607,684
9,6,urban,female,cauc,small,bachelor,8,non-free,631,650,572,626
51,22,suburban,male,afam,regular+aide,bachelor,14,non-free,593,624,584,620
73,37,rural,male,cauc,regular+aide,master,15,free,618,602,582,616
40,16,rural,female,cauc,small,bachelor,4,free,586,600,607,610
52,22,suburban,male,cauc,regular+aide,bachelor,21,non-free,588,639,570,620
51,22,suburban,female,afam,regular,master,15,free,571,573,548,555
58,25,suburban,female,cauc,regular+aide,master,16,non-free,573,608,568,589
2,2,urban,male,cauc,regular+aide,master,19,free,517,567,514,582
38,14,rural,female,cauc,regular+aide,bachelor,17,non-free,659,650,615,614
75,39,rural,male,cauc,small,specialist,13,free,614,618,615,629
58,25,suburban,male,cauc,regular,bachelor,11,non-free,608,641,599,631
78,41,rural,male,cauc,small,master,14,non-free,622,665,659,672
9,6,urban,female,cauc,regular+aide,master,16,non-free,643,675,620,672
24,11,suburban,female,afam,small,master,10,non-free,575,654,603,663
60,27,urban,female,cauc,regular+aide,bachelor,20,non-free,643,702,632,667
14,11,inner-city,male,afam,regular+aide,bachelor,0,free,571,590,563,634
51,22,suburban,male,cauc,small,bachelor,9,non-free,684,633,674,612
5,4,rural,female,cauc,regular,bachelor,8,free,545,545,546,550
36,12,suburban,male,cauc,small,master,17,non-free,622,599,557,599
63,30,rural,female,cauc,small,master,12,non-free,611,636,584,631
11,8,rural,male,cauc,regular,bachelor,37,free,582,587,596,564
40,16,rural,male,cauc,small,bachelor,4,free,622,670,639,659
77,40,rural,male,cauc,small,bachelor,2,non-free,568,575,552,603
75,39,rural,female,cauc,small,specialist,13,non-free,684,661,659,678
27,11,inner-city,female,afam,small,master,9,free,593,661,611,639
20,11,suburban,male,afam,regular,bachelor,7,free,515,587,561,593
14,11,inner-city,female,afam,small,bachelor,22,free,532,570,525,608
27,11,inner-city,male,afam,regular,master,14,free,568,597,543,580
68,34,rural,male,cauc,small,bachelor,0,non-free,555,557,561,573
53,22,inner-city,male,afam,regular+aide,bachelor,7,non-free,536,543,556,597
39,15,rural,male,cauc,small,master,3,non-free,732,702,674,678
45,18,inner-city,female,afam,small,master,18,free,591,597,574,593
39,15,rural,male,cauc,small,bachelor,31,free,622,639,659,639
30,11,inner-city,male,afam,regular,bachelor,3,free,503,513,530,533
25,11,suburban,female,cauc,small,bachelor,18,non-free,611,612,559,591
72,36,rural,male,cauc,small,bachelor,18,non-free,622,616,615,589
40,16,rural,female,cauc,small,bachelor,4,free,568,590,550,567
56,24,rural,male,afam,regular+aide,master,11,free,544,593,552,588
49,21,rural,female,cauc,small,master,17,non-free,669,670,599,642
69,35,rural,male,cauc,regular+aide,bachelor,12,free,650,661,626,678
43,18,suburban,male,cauc,small,bachelor,5,non-free,627,641,603,700
55,23,rural,female,cauc,regular,master,17,non-free,611,606,533,585
7,5,rural,female,cauc,regular,bachelor,24,non-free,627,647,584,631
24,11,suburban,male,afam,small,master,10,non-free,544,595,540,606
51,22,suburban,female,cauc,regular+aide,master,18,non-free,637,665,632,678
38,14,rural,female,cauc,regular,bachelor,3,non-free,618,608,599,586
63,30,rural,male,cauc,small,bachelor,20,non-free,614,647,632,629
63,30,rural,female,cauc,regular+aide,bachelor,15,free,593,583,579,591
32,11,inner-city,female,afam,regular,bachelor,31,free,518,575,536,573
56,24,rural,male,afam,regular+aide,master,15,free,544,597,584,574
72,36,rural,female,cauc,small,bachelor,18,free,643,599,615,616
9,6,urban,female,cauc,regular+aide,master,16,non-free,582,599,557,597
47,19,rural,male,cauc,regular+aide,bachelor,0,non-free,604,636,599,620
66,32,rural,female,cauc,regular+aide,master,4,non-free,709,670,639,684
29,11,inner-city,male,afam,regular+aide,bachelor,2,free,517,523,587,558
62,29,rural,male,cauc,small,bachelor,15,non-free,562,600,579,610
11,8,rural,female,cauc,regular+aide,master,14,free,622,616,599,651
12,9,rural,female,cauc,small,bachelor,15,free,569,629,584,648
23,11,suburban,female,afam,small,bachelor,11,non-free,650,641,632,648
63,30,rural,male,cauc,small,bachelor,20,non-free,669,713,699,726
39,15,rural,female,cauc,regular+aide,master,10,free,550,567,557,550
67,33,rural,female,cauc,small,bachelor,2,free,596,622,574,589
3,3,rural,female,cauc,small,bachelor,6,non-free,709,680,699,691
80,42,rural,male,cauc,regular,master,13,non-free,584,616,590,642
17,11,suburban,male,cauc,small,bachelor,8,non-free,650,693,603,655
41,17,suburban,male,cauc,regular+aide,master,21,non-free,569,633,632,667
46,18,suburban,male,cauc,regular+aide,bachelor,12,non-free,575,665,607,667
69,35,rural,female,cauc,regular,bachelor,7,non-free,622,641,603,655
29,11,inner-city,female,afam,small,master,31,free,604,680,639,642
39,15,rural,female,cauc,regular+aide,master,10,non-free,627,654,574,614
72,36,rural,male,cauc,regular+aide,bachelor,11,non-free,604,644,611,645
3,3,rural,male,cauc,regular+aide,bachelor,3,non-free,584,622,590,591
39,15,rural,female,cauc,regular+aide,master,10,free,568,582,603,580
68,34,rural,male,cauc,regular+aide,master,15,non-free,637,693,626,700
22,11,inner-city,female,afam,regular+aide,master,14,free,521,554,526,591
45,18,inner-city,male,afam,regular,bachelor,3,free,608,693,699,752
30,11,inner-city,male,afam,regular,bachelor,3,free,538,565,556,591
80,42,rural,female,cauc,regular+aide,bachelor,16,free,602,612,556,588
17,11,suburban,female,cauc,regular+aide,master,18,non-free,545,562,518,593
9,6,urban,female,cauc,small,master,19,free,545,590,554,620
75,39,rural,female,cauc,regular+aide,bachelor,7,non-free,602,572,587,639
11,8,rural,female,cauc,regular,bachelor,37,non-free,575,618,568,583
72,36,rural,male,cauc,regular+aide,bachelor,11,non-free,591,636,639,663
40,16,rural,female,cauc,regular,bachelor,3,free,573,610,563,601
22,11,inner-city,female,afam,small,master,19,non-free,618,606,620,599
51,22,suburban,male,cauc,small,bachelor,9,non-free,631,650,596,659
63,30,rural,male,afam,regular,bachelor,9,free,582,590,535,599
40,16,rural,male,cauc,regular+aide,specialist,12,free,571,583,559,593
73,37,rural,female,cauc,regular+aide,master,15,free,575,629,584,604
17,11,suburban,female,afam,regular,master,19,non-free,588,654,548,636
63,30,rural,male,cauc,regular+aide,bachelor,15,non-free,599,600,603,618
16,11,inner-city,male,afam,small,bachelor,22,free,575,610,561,604
23,11,suburban,male,afam,small,bachelor,11,non-free,659,661,659,678
35,12,rural,male,afam,regular,master,17,non-free,611,606,599,636
65,31,rural,female,cauc,small,master,2,non-free,593,631,565,620
59,26,urban,male,cauc,small,bachelor,2,non-free,591,639,568,639
51,22,suburban,female,cauc,regular,master,15,non-free,618,680,582,639
77,40,rural,male,cauc,regular+aide,bachelor,1,non-free,622,636,587,645
20,11,suburban,male,afam,small,master,9,free,512,549,522,556
77,40,rural,male,cauc,regular,bachelor,28,non-free,604,654,607,655
74,38,rural,male,cauc,regular,master,11,non-free,643,675,699,684
52,22,suburban,female,cauc,small,bachelor,27,non-free,571,612,572,586
7,5,rural,male,cauc,regular+aide,bachelor,0,non-free,622,657,587,663
68,34,rural,male,cauc,small,master,12,non-free,552,554,577,582
1,1,rural,female,cauc,small,bachelor,0,non-free,614,612,611,612
